Wind Direction;31/3/2020 20:35;175.02
TempDHT22;31/3/2020 20:35;9.90
Humidity;31/3/2020 20:35;45.60
Pressure;31/3/2020 20:35;1021.34
TempBMP;31/3/2020 20:35;9.75
TempRTC;31/3/2020 20:35;23.25
Light;31/3/2020 20:35;1.00
LightRed;31/3/2020 20:35;5.00
LightGreen;31/3/2020 20:35;5.00
LightBlue;31/3/2020 20:35;1.00
DewPoint;31/3/2020 20:35;9.90
HeatIndex;31/3/2020 20:35;5.96
Rain;31/3/2020 20:37;0.00
Wind Speed;31/3/2020 20:37;0.00
Wind Direction;31/3/2020 20:37;175.02
TempDHT22;31/3/2020 20:37;9.90
Humidity;31/3/2020 20:37;45.60
Pressure;31/3/2020 20:37;1021.33
TempBMP;31/3/2020 20:37;9.73
TempRTC;31/3/2020 20:37;23.25
Light;31/3/2020 20:37;1.00
LightRed;31/3/2020 20:37;5.00
LightGreen;31/3/2020 20:37;5.00
LightBlue;31/3/2020 20:37;1.00
DewPoint;31/3/2020 20:37;9.90
HeatIndex;31/3/2020 20:37;5.96
Rain;31/3/2020 20:39;0.00
Wind Speed;31/3/2020 20:39;0.00
Wind Direction;31/3/2020 20:39;175.02
TempDHT22;31/3/2020 20:39;9.90
Humidity;31/3/2020 20:39;45.70
Pressure;31/3/2020 20:39;1021.38
TempBMP;31/3/2020 20:39;9.68
TempRTC;31/3/2020 20:39;23.25
Light;31/3/2020 20:39;1.00
LightRed;31/3/2020 20:39;5.00
LightGreen;31/3/2020 20:39;4.00
LightBlue;31/3/2020 20:39;1.00
DewPoint;31/3/2020 20:39;9.90
HeatIndex;31/3/2020 20:39;5.96
Rain;31/3/2020 20:41;0.00
Wind Speed;31/3/2020 20:41;0.00
Wind Direction;31/3/2020 20:41;175.02
TempDHT22;31/3/2020 20:41;9.80
Humidity;31/3/2020 20:41;45.90
Pressure;31/3/2020 20:41;1021.43
TempBMP;31/3/2020 20:41;9.67
TempRTC;31/3/2020 20:41;23.25
Light;31/3/2020 20:41;1.00
LightRed;31/3/2020 20:41;4.00
LightGreen;31/3/2020 20:41;4.00
LightBlue;31/3/2020 20:41;1.00
DewPoint;31/3/2020 20:41;9.80
HeatIndex;31/3/2020 20:41;5.82
Rain;31/3/2020 20:43;0.00
Wind Speed;31/3/2020 20:43;0.00
Wind Direction;31/3/2020 20:43;175.02
TempDHT22;31/3/2020 20:43;9.80
Humidity;31/3/2020 20:43;45.90
Pressure;31/3/2020 20:43;1021.46
TempBMP;31/3/2020 20:43;9.62
TempRTC;31/3/2020 20:43;23.25
Light;31/3/2020 20:43;1.00
LightRed;31/3/2020 20:43;4.00
LightGreen;31/3/2020 20:43;4.00
LightBlue;31/3/2020 20:43;1.00
DewPoint;31/3/2020 20:43;9.80
HeatIndex;31/3/2020 20:43;5.82
Rain;31/3/2020 20:45;0.00
Wind Speed;31/3/2020 20:45;0.00
Wind Direction;31/3/2020 20:45;175.02
TempDHT22;31/3/2020 20:45;9.80
Humidity;31/3/2020 20:45;46.00
Pressure;31/3/2020 20:45;1021.44
TempBMP;31/3/2020 20:45;9.55
TempRTC;31/3/2020 20:45;23.25
Light;31/3/2020 20:45;1.00
LightRed;31/3/2020 20:45;4.00
LightGreen;31/3/2020 20:45;4.00
LightBlue;31/3/2020 20:45;1.00
DewPoint;31/3/2020 20:45;9.80
HeatIndex;31/3/2020 20:45;5.82
Rain;31/3/2020 20:47;0.00
Wind Speed;31/3/2020 20:47;0.00
Wind Direction;31/3/2020 20:47;175.02
